country,round,year,month,group,grouplabel,obs,obs_ipt,obs_icu,obs_vac,obs_spcm,obs_test,obs_pcr,ybed,ybed_icu,ybed_cap_covid,ybed_cap_covid_severe,ybed_cap_covid_critical,ybed_covid_night,ybed_covid_month,ybed_cap_isolation,ybed_cap_respiso_o2,ybed_convert_respiso,ybed_convert_icu,ximst,ximst_fun,xipt,xicu,xocc_lastnight,xocc_lastnight_covid,xocc_lastmonth_covid,xcovid_occ_lastnight,xcovid_occ_lastmonth,xstaffsupport,xnrshift__day,xnrshift__night,xstaff_test_none,xstaff_test_2wk,xstaff_test_symp,xstaff_test_exp,xdrug_score,xdrug_100,xdrug_50,xsupp_score,xsupp_100,xsupp_50,xdrug__001,xdrug__002,xdrug__003,xdrug__004,xdrug__005,xdrug__006,xdrug__007,xdrug__008,xdrug__009,xdrug__010,xsupply__001,xsupply__002,xsupply__003,xsupply__004,xsupply__005,xppe,xppe_allsome__001,xppe_allsome__002,xppe_allsome__003,xppe_allsome__004,xppe_allsome__005,xppe_allsome__006,xppe_allsome_score,xppe_allsome_100,xppe_allsome_50,xppe_all__001,xppe_all__002,xppe_all__003,xppe_all__004,xppe_all__005,xppe_all__006,xppe_all_score,xppe_all_100,xppe_all_50,xipcitem__001,xipcitem__002,xipcitem__003,xipcitem__004,xipcitem__005,xipcitem__006,xipcitem_score,xipcitem_100,xipcitem_50,xspcm,xspcmitem__001,xspcmitem__002,xspcmitem_score,xspcmitem_100,xspcmitem_50,xtest,xtesttransport,xtesttime_1,xtesttime_2,xtesttime_3,xpcr,xpcr_capacity,xpcr_equip,xdiagcovid_score,xdiagcovid_100,xdiagcovid_50,xequip_anyfunction__001,xequip_anyfunction__002,xequip_anyfunction__003,xequip_anyfunction__004,xequip_anyfunction_score,xequip_anyfunction_100,xequip_anyfunction_50,xequip_allfunction__001,xequip_allfunction__002,xequip_allfunction__003,xequip_allfunction__004,xequip_allfunction_score,xequip_allfunction_100,xequip_allfunction_50,xequip_anymalfunction,xequip_malfunction_reason__001,xequip_malfunction_reason__002,xequip_malfunction_reason__003,xequip_malfunction_reason__004,xequip_malfunction_reason__005,xoxygen_concentrator,xoxygen_bulk,xoxygen_cylinder,xoxygen_plant,xoxygensource,xoxygen_dist,xoxygen_dist__er,xoxygen_dist__icu,xoxygen_dist__iso,xoxygen_dist_all,xoxygen_dist_any,xoxygen_portcylinder,xo2__cannula,xo2__mask,xo2__humidifier,xo2__flowmeter,xo2supp_score,xo2supp_100,xo2supp_50,xvac,xvac_av_fridge,xvac_avfun_fridge,xvac_avfun_fridgetemp,xvac_av_coldbox,xvac_avfun_coldbox_all,xvac_avfun_coldbox_all_full,xvac_av_carrier,xvac_avfun_carrier_all,xvac_avfun_carrier_all_full,xvac_av_outreach,xvac_avfun_outreach_all_full,xvac_sharp,ypt_homecare,yequip_ventilator,yequip_noninvventilator,yvac_avfun_coldbox_all,yvac_avfun_coldbox_all_full,yvac_avfun_carrier_all,yvac_avfun_carrier_all_full,updatedate,updatetime
Kenya,1,2020,12,County and Facility level,Makueni-Level5,1,1,1,1,1,1,0,357,6,12,12,2,0,6,12,12,50,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21Dec2020,14:25:07
Kenya,1,2020,12,County,Mandera,1,1,1,1,1,0,1,160,10,72,68,5,1,2,68,68,40,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21Dec2020,14:25:07
Kenya,1,2020,12,County and Facility level,Mandera-Level4,1,1,1,1,1,0,1,160,10,72,68,5,1,2,68,68,40,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21Dec2020,14:25:07
Kenya,1,2020,12,County,Marsabit,1,1,0,1,1,1,0,33,0,5,0,0,0,0,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21Dec2020,14:25:07
Kenya,1,2020,12,County and Facility level,Marsabit-Level4,1,1,0,1,1,1,0,33,0,5,0,0,0,0,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21Dec2020,14:25:07
Kenya,1,2020,12,County,Meru,3,3,1,3,3,3,0,687,9,92,68,4,16.5,26,92,39,37,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21Dec2020,14:25:07
Kenya,1,2020,12,County and Facility level,Meru-Level4,2,2,0,2,2,2,0,366,0,36,16,0,3.5,11,36,16,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21Dec2020,14:25:07
Kenya,1,2020,12,County and Facility level,Meru-Level5,1,1,1,1,1,1,0,321,9,56,52,4,13,15,56,23,26,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21Dec2020,14:25:07
Kenya,1,2020,12,County,Mombasa,3,2,2,3,2,1,2,883,37,165,140,27,28,50,95,81,77,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21Dec2020,14:25:07
Kenya,1,2020,12,County and Facility level,Mombasa-Level4,1,1,1,1,1,0,1,83,7,18,18,2,5,18,18,11,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21Dec2020,14:25:07
Kenya,1,2020,12,County and Facility level,Mombasa-Level5,2,1,1,2,1,1,1,800,30,147,122,25,23,32,77,70,77,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21Dec2020,14:25:07
Kenya,1,2020,12,County,Murang'a,1,1,0,1,1,1,0,122,0,26,3,0,6,5,26,3,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21Dec2020,14:25:07
Kenya,1,2020,12,County and Facility level,Murang'a-Level4,1,1,0,1,1,1,0,122,0,26,3,0,6,5,26,3,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21Dec2020,14:25:07
Kenya,1,2020,12,County,Nairobi,8,8,7,7,8,3,5,3363,182,560,431,136,143.5,175,539,510,443,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21Dec2020,14:25:07
Kenya,1,2020,12,County and Facility level,Nairobi-Level4,2,2,1,2,2,2,0,345,7,35,35,8,4,29,35,35,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21Dec2020,14:25:07
Kenya,1,2020,12,County and Facility level,Nairobi-Level5,3,3,3,3,3,1,2,288,45,69,47,19,27.5,31,55,55,24,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21Dec2020,14:25:07
Kenya,1,2020,12,County and Facility level,Nairobi-Level6,3,3,3,2,3,0,3,2730,130,456,349,109,112,115,449,420,411,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21Dec2020,14:25:07
Kenya,1,2020,12,County,Nakuru,1,1,0,0,1,1,0,32,0,32,0,0,16,10,32,32,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21Dec2020,14:25:07
Kenya,1,2020,12,County and Facility level,Nakuru-Level4,1,1,0,0,1,1,0,32,0,32,0,0,16,10,32,32,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21Dec2020,14:25:07
Kenya,1,2020,12,County,Nandi,1,1,1,1,0,1,0,50,2,0,0,0,0,0,6,6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21Dec2020,14:25:07
Kenya,1,2020,12,County and Facility level,Nandi-Level5,1,1,1,1,0,1,0,50,2,0,0,0,0,0,6,6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21Dec2020,14:25:07
Kenya,1,2020,12,Sector,Non-public,15,14,9,15,12,11,4,2360,128,344,280,55,94.5,175,329,279,141,20,93,87,93,60,45,4,8,26,54,87,10,11,8,23,85,23,95,60,100,99,93,100,100,100,73,100,80,100,100,93,100,100,100,100,100,93,100,100,100,100,93,93,87,100,96,87,100,47,87,47,47,53,100,63,40,67,100,100,100,67,100,100,94,67,100,80,67,67,67,67,67,73,60,27,55,73,27,0,100,73,53,93,100,100,73,67,85,67,100,80,93,53,53,70,40,87,20,67,0,0,0,0,53,47,93,47,100,73,53,67,67,47,73,87,93,100,100,100,98,40,87,100,100,100,100,93,93,87,100,100,87,100,87,100,59,90,37,68,67,52,47,21Dec2020,14:25:07
Kenya,1,2020,12,County,Nyamira,1,1,1,1,1,1,0,206,5,17,15,2,2.5,6,17,17,24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21Dec2020,14:25:07
Kenya,1,2020,12,County and Facility level,Nyamira-Level4,1,1,1,1,1,1,0,206,5,17,15,2,2.5,6,17,17,24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21Dec2020,14:25:07
Kenya,1,2020,12,County,Nyandarua,1,1,0,1,1,1,0,40,0,7,4,0,2,1,7,7,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21Dec2020,14:25:07
Kenya,1,2020,12,County and Facility level,Nyandarua-Level4,1,1,0,1,1,1,0,40,0,7,4,0,2,1,7,7,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21Dec2020,14:25:07
Kenya,1,2020,12,County,Nyeri,4,4,3,4,4,4,0,787,18,101,93,5,17,49,118,99,39,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21Dec2020,14:25:07
Kenya,1,2020,12,County and Facility level,Nyeri-Level4,2,2,1,2,2,2,0,187,6,50,45,2,6,24,67,48,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21Dec2020,14:25:07
Kenya,1,2020,12,County and Facility level,Nyeri-Level5,1,1,1,1,1,1,0,250,6,3,0,3,1,2,3,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21Dec2020,14:25:07
Kenya,1,2020,12,County and Facility level,Nyeri-Level6,1,1,1,1,1,1,0,350,6,48,48,0,10,23,48,48,24,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21Dec2020,14:25:07
Kenya,1,2020,12,Sector,Public,57,57,29,52,52,50,7,13458,360,3210,2019,343,223.5,636,2792,1818,1908,246,86,75,100,51,17,2,8,7,27,75,9,11,5,37,53,42,73,14,89,96,82,100,74,96,40,84,44,47,84,72,86,98,100,100,98,88,96,100,96,98,98,95,96,98,97,93,98,46,81,37,35,25,93,53,19,49,95,96,96,60,93,96,89,58,96,91,89,91,90,89,91,88,77,12,26,50,12,0,100,73,51,95,75,95,63,47,70,35,88,60,86,56,42,61,26,79,9,60,20,0,0,20,77,35,93,37,100,60,42,47,40,28,60,91,95,95,88,89,92,26,79,91,98,98,98,88,85,63,94,85,69,100,73,100,40,386,267,319,288,463,403,21Dec2020,14:25:07
Kenya,1,2020,12,Location,Rural,28,27,7,26,23,28,0,3112,65,663,351,22,45.5,273,650,222,396,60,86,71,96,25,16,1,9,6,25,54,10,12,0,27,73,33,69,14,79,99,93,100,68,93,46,86,43,43,75,57,79,100,100,100,96,100,96,100,93,96,96,89,93,96,94,86,96,32,68,29,32,29,93,47,21,43,93,93,93,43,89,93,84,43,93,82,82,82,82,82,82,100,86,11,21,46,0,,,64,39,89,68,93,43,36,60,25,82,50,86,32,25,48,14,68,4,0,0,0,0,0,71,29,93,11,100,32,21,25,21,18,32,75,96,89,86,82,88,14,68,93,96,96,96,88,81,42,92,73,46,100,50,100,13,51,28,77,51,159,117,21Dec2020,14:25:07
Kenya,1,2020,12,County,SIAYA,1,1,1,1,1,1,0,220,4,200,20,0,3,50,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21Dec2020,14:25:07
Kenya,1,2020,12,County and Facility level,SIAYA-Level4,1,1,1,1,1,1,0,220,4,200,20,0,3,50,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21Dec2020,14:25:07
Kenya,1,2020,12,County,Samburu,1,1,0,1,1,1,0,260,0,24,24,0,.5,6,24,9,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21Dec2020,14:25:07
Kenya,1,2020,12,County and Facility level,Samburu-Level4,1,1,0,1,1,1,0,260,0,24,24,0,.5,6,24,9,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21Dec2020,14:25:07
Kenya,1,2020,12,County,Siaya,2,2,0,2,2,2,0,200,0,110,100,10,0,11,110,10,50,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21Dec2020,14:25:07
Kenya,1,2020,12,County and Facility level,Siaya-Level4,2,2,0,2,2,2,0,200,0,110,100,10,0,11,110,10,50,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21Dec2020,14:25:07
Kenya,1,2020,12,County,TAITA TAVETA,1,1,0,1,1,1,0,124,0,16,16,0,2,2,16,16,6,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21Dec2020,14:25:07
Kenya,1,2020,12,County and Facility level,TAITA TAVETA-Level5,1,1,0,1,1,1,0,124,0,16,16,0,2,2,16,16,6,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21Dec2020,14:25:07
Kenya,1,2020,12,County,TANA RIVER,1,1,0,1,1,1,0,24,0,0,0,0,0,0,2,0,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21Dec2020,14:25:07
Kenya,1,2020,12,County and Facility level,TANA RIVER-Level4,1,1,0,1,1,1,0,24,0,0,0,0,0,0,2,0,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21Dec2020,14:25:07
Kenya,1,2020,12,County,Taita Taveta,2,2,1,2,2,2,0,88,5,37,19,5,0,8,37,8,20,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21Dec2020,14:25:07
Kenya,1,2020,12,County and Facility level,Taita Taveta-Level4,2,2,1,2,2,2,0,88,5,37,19,5,0,8,37,8,20,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21Dec2020,14:25:07
Kenya,1,2020,12,County,Tana River,1,1,0,1,1,1,0,132,0,50,50,0,0,2,50,50,20,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21Dec2020,14:25:07
Kenya,1,2020,12,County and Facility level,Tana River-Level4,1,1,0,1,1,1,0,132,0,50,50,0,0,2,50,50,20,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21Dec2020,14:25:07
Kenya,1,2020,12,County,Tharaka Nithi,1,1,0,1,1,1,0,70,0,0,6,0,.5,0,6,6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21Dec2020,14:25:07
Kenya,1,2020,12,County and Facility level,Tharaka Nithi-Level4,1,1,0,1,1,1,0,70,0,0,6,0,.5,0,6,6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21Dec2020,14:25:07
Kenya,1,2020,12,County,Trans Nzoia,1,1,1,1,1,0,1,37,5,37,32,5,3.5,10,37,7,30,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21Dec2020,14:25:07
Kenya,1,2020,12,County and Facility level,Trans Nzoia-Level4,1,1,1,1,1,0,1,37,5,37,32,5,3.5,10,37,7,30,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21Dec2020,14:25:07
Kenya,1,2020,12,County,Turkana,1,1,0,0,1,1,0,20,0,20,0,0,0,8,20,1,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21Dec2020,14:25:07
Kenya,1,2020,12,County and Facility level,Turkana-Level3,1,1,0,0,1,1,0,20,0,20,0,0,0,8,20,1,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21Dec2020,14:25:07
Kenya,1,2020,12,County,Uasin Gishu,1,1,1,1,1,0,1,920,36,100,100,100,19.5,40,100,100,0,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21Dec2020,14:25:07
Kenya,1,2020,12,County and Facility level,Uasin Gishu-Level6,1,1,1,1,1,0,1,920,36,100,100,100,19.5,40,100,100,0,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21Dec2020,14:25:07
Kenya,1,2020,12,Location,Urban,44,44,31,41,41,33,11,12706,423,2891,1948,376,272.5,538,2471,1875,1653,206,89,82,100,70,26,4,7,13,36,93,8,11,7,37,56,39,83,30,100,96,80,100,86,100,48,89,57,68,95,89,95,98,100,100,100,82,98,100,100,100,98,98,95,100,98,95,100,55,91,45,41,32,95,60,25,59,98,100,100,73,98,100,95,70,100,93,86,89,88,86,89,75,66,18,39,61,25,0,100,78,59,98,89,98,80,61,82,52,95,73,89,70,57,72,39,89,16,71,14,0,0,14,73,43,93,57,100,82,59,68,61,41,82,100,93,100,93,98,96,39,89,93,100,100,100,90,90,85,98,98,90,100,93,100,86,425,276,310,304,356,333,21Dec2020,14:25:07
Kenya,1,2020,12,County,Vihiga,2,2,0,2,2,2,0,67,0,37,8,0,0,0,37,8,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21Dec2020,14:25:07
Kenya,1,2020,12,County and Facility level,Vihiga-Level4,2,2,0,2,2,2,0,67,0,37,8,0,0,0,37,8,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21Dec2020,14:25:07
Kenya,1,2020,12,County,West Pokot,1,1,1,1,1,1,0,480,6,20,20,6,0,0,20,20,300,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21Dec2020,14:25:07
Kenya,1,2020,12,County and Facility level,West Pokot-Level4,1,1,1,1,1,1,0,480,6,20,20,6,0,0,20,20,300,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21Dec2020,14:25:07
