submitdate,lastpage,startlanguage,seed,token,startdate,datestamp,Q1A,Q1BSQ001,Q1BSQ001comment,Q101,Q101a,Q103,Q104,Q105,Q106,Q108,Q109,Q102,Q107,Q110,Q111,Q112,Q113,Q114SQ001,Q114SQ002,Q209,Q210sq,Q301,Q302,Q303,Q304,Q305,Q306,Q307,Q308,Q309,Q310,Q401SQ001,Q401SQ002,Q401SQ003,Q401SQ004,Q401SQ005,Q401SQ006,Q401SQ007,Q401SQ008,Q401SQ009,Q401SQ010,Q402SQ001,Q402SQ002,Q402SQ003,Q401SQ011,Q401SQ012,Q509SQ001,Q509SQ003,Q509SQ004,Q509SQ005,Q509SQ002,Q601,Q602sqSQ001,Q602sqSQ002,Q603SQ001,Q606,Q607,Q604,Q605sqSQ001,Q605sqSQ002,Q605sqSQ003,Q605sqSQ004,Q605sqother,Q701SQ001_A1,Q701SQ001_A2,Q701SQ002_A1,Q701SQ002_A2,Q701SQ003_A1,Q701SQ003_A2,Q701SQ004_A1,Q701SQ004_A2,Q702SQ001,Q702SQ002,Q702SQ003,Q702SQ004,Q702SQ005,Q702other,Q703sqSQ001,Q703sqSQ002,Q703sqSQ003,Q703sqSQ004,Q703sqSQ005,Q703sqother,Q704SQ001,Q704SQ002,Q704SQ003,Q704SQ004,Q705,Q706,Q801,Q802,Q803sq,Q804sq,Q805,Q806sq,Q807sq,Q808sq,Q809sq,Q810sq,Q811sq,Q812,Q1001,Q1002,Q1003,Q1004,Q1004other,Q905t,interviewtime,groupTime3021,groupTime3022,groupTime3015,groupTime3016,groupTime3017,groupTime3018,groupTime3019,groupTime3020,groupTime3023,groupTime3024,id,Q401SQ013,Q401SQ014,Q603SQ002,Q608SQ001,Q608SQ002,Q609,Q610,Q611,Q612,Q613,Q813,Q814,Q901,Q902,Q903,Q904SQ001,Q904SQ002,Q904SQ003,Q904SQ004,Q905SQ001,Q905SQ002,Q905SQ003,Q905SQ004,Q906,Q907,Q908,Q909,Q910,Q911,Q912,Q913,Q914,Q201SQ001_A1,Q201SQ001_A2,Q201SQ002_A1,Q201SQ002_A2,Q201SQ003_A1,Q201SQ003_A2,Q201SQ004_A1,Q201SQ004_A2,Q201SQ005_A1,Q201SQ005_A2,Q201SQ006_A1,Q201SQ006_A2,Q201SQ007_A1,Q201SQ007_A2,Q201SQ008_A1,Q201SQ008_A2,Q201SQ009_A1,Q201SQ009_A2,Q201SQ010_A1,Q201SQ010_A2,Q202,Q203ySQ001,Q203ySQ002,Q203ySQ003,Q203ySQ004,Q203ySQ005,Q203ySQ006,Q203ySQ007,Q203ySQ008,Q203ySQ009,Q203ySQ010,Q203ySQ011,Q203ySQ012,Q203ySQ013,Q204,Q205ySQ001,Q205ySQ002,Q205ySQ003,Q205ySQ004,Q205ySQ005,Q205ySQ006,Q205ySQ007,Q205ySQ008,Q206,Q207ySQ001,Q207ySQ002,Q207ySQ003,Q207ySQ004,Q207ySQ005,Q207ySQ006,Q207ySQ007,Q207ySQ008,Q207ySQ009,Q208,Q501,Q502,Q503sqSQ001,Q503sqSQ007,Q503sqSQ008,Q503sqSQ006,Q503sqSQ005,Q503sqSQ002,Q503sqSQ009,Q503sqSQ010,Q503sqSQ011,Q504,Q505sqSQ001,Q505sqSQ002,Q505sqSQ003,Q505sqSQ004,Q505sqSQ005,Q505sqSQ006,Q506,Q507sqSQ001,Q507sqSQ002,Q507sqSQ003,Q507sqSQ004,Q507sqSQ005,Q507sqSQ006,Q508,Q201a,Q201b,Q201c,Q503sqSQ003,Q503sqSQ004
12/15/2020 10:24,10,en,2101488327,onaXYycoCK,12/15/2020 9:56,12/15/2020 10:24,1,1, ,19011906,Taita Taveta, ,A2,A3,A1, ,,A1,,12/15/2020 0:00,1,60,0,A1,A1,1,0,16,3,0,0,0,16,20,0,0,0,A1,A1,A1,A1,A1,A1,A1,A2,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,1,A1,A1,0,,,,,,,,,0,0,2,2,0,0,3,3,,,,,,,,,,,,,A1,A1,A1,A2,0,0,1,0,1,1,1,1,A1,0,,,A2,1,A1, , ,A1,,,1724.11,178.39,380.03,60.060001,509.84,117.73,85.93,50.330002,171.33,84.019997,86.449997,19,A1,A1,0,,,,,,1,5,1,1,1,1,0,,,,,,,,,,,,,,,,,,18,2,164,5,41,0,2,0,16,0,9,0,8,0,60,0,4,0,132,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,A2,,,,,,,,,1,A1,A1,A1,A1,A1,A1,A1,A1,A1,9/1/2020 0:00,0,1,A1,A1,A1,A1,A1,A2,A1,A1,A1,1,A1,A1,A1,A1,A1,A1,1,A2,A2,A2,A2,A2,A1,1,0,,,1,1
12/15/2020 10:24,10,en,2101488327,onaXYycoCK,12/15/2020 9:56,12/15/2020 10:24,1,1, ,20011906,Taita Taveta, ,A2,A3,A1, ,,A1,,12/15/2020 0:00,1,60,0,A1,A1,1,0,16,3,0,0,0,16,20,0,0,0,A1,A1,A1,A1,A1,A1,A1,A2,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,1,A1,A1,0,,,,,,,,,0,0,2,2,0,0,3,3,,,,,,,,,,,,,A1,A1,A1,A2,0,0,1,0,1,1,1,1,A1,0,,,A2,1,A1, , ,A1,,,1724.11,178.39,380.03,60.060001,509.84,117.73,85.93,50.330002,171.33,84.019997,86.449997,20,A1,A1,0,,,,,,1,4,1,0,1,2,0,,,,,,,,,,,,,,,,,,10,1,78,4,19,0,2,0,10,0,2,0,8,0,25,3,11,1,60,3,1,1,1,1,0,0,0,0,0,0,0,1,0,0,A1,A1,A2,A2,A2,A2,A1,A1,A2,1,A1,A1,A1,A1,A1,A1,A1,A1,A1,10/1/2020 0:00,1,1,A1,A1,A1,A1,A1,A1,A1,A1,A1,1,A1,A1,A1,A1,A1,A1,1,A1,A1,A1,A1,A1,A1,1,1,94,75,0,0
12/15/2020 10:24,10,en,2101488327,onaXYycoCK,12/15/2020 9:56,12/15/2020 10:24,1,1, ,21011906,Taita Taveta, ,A2,A3,A1, ,,A1,,12/15/2020 0:00,1,60,0,A1,A1,1,0,16,3,0,0,0,16,20,0,0,0,A1,A1,A1,A1,A1,A1,A1,A2,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,1,A1,A1,0,,,,,,,,,0,0,2,2,0,0,3,3,,,,,,,,,,,,,A1,A1,A1,A2,0,0,1,0,1,1,1,1,A1,0,,,A2,1,A1, , ,A1,,,1724.11,178.39,380.03,60.060001,509.84,117.73,85.93,50.330002,171.33,84.019997,86.449997,21,A1,A1,1,1,1,78,102,1,1,3,1,1,3,,1,3,2,1,1,0,0,0,1,1,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,A2,,,,,,,,,0,,,,,,,,,,1/1/2020 0:00,0,1,A2,A1,A1,A2,A2,A2,A1,A2,A2,1,A1,A2,A1,A2,A2,A2,1,A4,A4,A4,A4,A4,A2,0,0,,,1,1
12/15/2020 13:14,10,en,942968600,o0EJFmbc08,12/15/2020 10:39,12/15/2020 13:14,1,1, ,22015703,Elgeyo Marakwet, ,A1,A3,A1, ,,A1,,12/15/2020 0:00,1,32,5,A1,A1,0,0,32,32,5,0,0,32,20,3,0,0,A3,A1,A1,,A2,A1,A1,A1,A1,A1,A1,A1,A1,A2,A1,A1,A1,A1,A3,A1,0,,,0,,,,,,,,,0,0,5,5,5,5,0,0,,,,,,,,,,,,,A2,A2,A1,A2,0,1,1,1,1,1,0,,,1,4,A1,A1,1,A2, , ,A1,,,3153.8101,21.030001,201.57001,25.139999,370.64001,91.279999,106.25,96.260002,107.39,2036.5699,97.68,22,A1,,,,,,,,,,0,1,1,2,1,1,1,2,2,0,0,0,1,1,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,A2,,,,,,,,,0,,,,,,,,,,1/1/2020 0:00,0,1,A2,A1,A1,A2,A2,A2,A1,A2,A2,1,A1,A2,A1,A2,A2,A2,1,A4,A4,A4,A4,A4,A2,0,0,,,1,0
12/15/2020 13:14,10,en,942968600,o0EJFmbc08,12/15/2020 10:39,12/15/2020 13:14,1,1, ,23015703,Elgeyo Marakwet, ,A1,A3,A1, ,,A1,,12/15/2020 0:00,1,32,5,A1,A1,0,0,32,32,5,0,0,32,20,3,0,0,A3,A1,A1,,A2,A1,A1,A1,A1,A1,A1,A1,A1,A2,A1,A1,A1,A1,A3,A1,0,,,0,,,,,,,,,0,0,5,5,5,5,0,0,,,,,,,,,,,,,A2,A2,A1,A2,0,1,1,1,1,1,0,,,1,4,A1,A1,1,A2, , ,A1,,,3153.8101,21.030001,201.57001,25.139999,370.64001,91.279999,106.25,96.260002,107.39,2036.5699,97.68,23,A1,,,,,,,,,,1,1,1,1,1,2,3,2,2,1,1,0,0,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,A2,,,,,,,,,0,,,,,,,,,,1/1/2020 0:00,0,1,A2,A1,A1,A2,A2,A2,A1,A2,A2,1,A1,A2,A1,A2,A2,A2,1,A4,A4,A4,A4,A4,A2,0,1,1,1,1,1
12/15/2020 13:14,10,en,942968600,o0EJFmbc08,12/15/2020 10:39,12/15/2020 13:14,1,1, ,24015703,Elgeyo Marakwet, ,A1,A3,A1, ,,A1,,12/15/2020 0:00,1,32,5,A1,A1,0,0,32,32,5,0,0,32,20,3,0,0,A3,A1,A1,,A2,A1,A1,A1,A1,A1,A1,A1,A1,A2,A1,A1,A1,A1,A3,A1,0,,,0,,,,,,,,,0,0,5,5,5,5,0,0,,,,,,,,,,,,,A2,A2,A1,A2,0,1,1,1,1,1,0,,,1,4,A1,A1,1,A2, , ,A1,,,3153.8101,21.030001,201.57001,25.139999,370.64001,91.279999,106.25,96.260002,107.39,2036.5699,97.68,24,A1,,,,,,,,,,0,0,1,3,1,1,1,2,1,1,1,0,1,1,1,0,0,0,1,1,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,A1,,,A1,,,A1,,,1,,,A1,,,,,,,11/1/2020 0:00,1,1,A1,A1,A1,A1,A2,A1,A1,A1,A1,1,A1,A1,A2,A2,A2,A1,1,A3,A3,A3,A3,A3,A1,1,0,,,1,0
12/15/2020 11:44,10,en,1453799538,t4bORQ6axa,12/15/2020 11:26,12/15/2020 11:44,1,1, ,25013939,Kisumu, ,A1,A4,A1, ,,A1,,12/15/2020 0:00,1,555,7,A1,A1,1,0,14,14,4,2,2,21,50,15,113,109.18774,A1,A1,A1,A1,A2,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A2,A1,1,A1,A1,0,,,,,,,,,1,1,7,7,2,2,0,0,,,,,,,,,,,,,A1,A2,A1,A1,1,1,1,1,1,1,1,5,A1,1,5,A1,A1,1,A2, , ,A1,,,1139.2,40.189999,176.82001,31.530001,364.89999,54.419998,82.660004,45.110001,97.879997,103.72,141.97,25,A1,A1,0,,,,,,1,5,0,0,1,1,0,,,,,,,,,,,,,,,,,,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,A1,,,A1,,,A1,,,1,,,A1,,,,,,,11/1/2020 0:00,1,1,A1,A1,A1,A1,A2,A1,A1,A1,A1,1,A1,A1,A2,A2,A2,A1,1,A3,A3,A3,A3,A3,A1,1,1,3,3,1,1
12/15/2020 11:44,10,en,1453799538,t4bORQ6axa,12/15/2020 11:26,12/15/2020 11:44,1,1, ,26013939,Kisumu, ,A1,A4,A1, ,,A1,,12/15/2020 0:00,1,555,7,A1,A1,1,0,14,14,4,2,2,21,50,15,113,99.667107,A1,A1,A1,A1,A2,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A2,A1,1,A1,A1,0,,,,,,,,,1,1,7,7,2,2,0,0,,,,,,,,,,,,,A1,A2,A1,A1,1,1,1,1,1,1,1,5,A1,1,5,A1,A1,1,A2, , ,A1,,,1139.2,40.189999,176.82001,31.530001,364.89999,54.419998,82.660004,45.110001,97.879997,103.72,141.97,26,A1,A1,0,,,,,,1,3,1,0,1,1,0,,,,,,,,,,,,,,,,,,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,A1,,,A1,,,A1,,,1,,,A1,,,,,,,11/1/2020 0:00,1,1,A1,A1,A1,A1,A2,A1,A1,A1,A1,1,A1,A1,A2,A2,A2,A1,1,A3,A3,A3,A3,A3,A1,1,1,4,3,1,1
12/15/2020 11:44,10,en,1453799538,t4bORQ6axa,12/15/2020 11:26,12/15/2020 11:44,1,1, ,27013939,Kisumu, ,A1,A4,A1, ,,A1,,12/15/2020 0:00,1,555,7,A1,A1,1,0,14,14,4,2,2,21,50,15,113,66.099411,A1,A1,A1,A1,A2,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A2,A1,1,A1,A1,0,,,,,,,,,1,1,7,7,2,2,0,0,,,,,,,,,,,,,A1,A2,A1,A1,1,1,1,1,1,1,1,5,A1,1,5,A1,A1,1,A2, , ,A1,,,1139.2,40.189999,176.82001,31.530001,364.89999,54.419998,82.660004,45.110001,97.879997,103.72,141.97,27,A1,A1,0,,,,,,1,3,1,1,1,1,1,1,3,2,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,,,,,,,,,,,,,A2,,,,,,,,,0,,,,,,,,,,11/1/2020 0:00,1,1,A1,A1,A1,A1,A1,A1,A1,A1,A1,0,,,,,,,1,A4,A4,A4,A2,A4,A1,1,1,5,4,0,0
12/18/2020 10:10,10,en,1408327703,yfcraVHOVg,12/15/2020 13:05,12/18/2020 10:10,1,1, ,28013507,Siaya, ,A1,A3,A1, ,,A1,,12/18/2020 0:00,1,110,0,A1,A1,1,1,60,50,10,0,0,60,50,0,7,5.5870399,A1,A1,A2,A1,A2,A2,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,1,A1,A1,0,,,,,,,,,2,2,6,6,2,2,1,1,,,,,,,,,,,,,A2,A1,A1,A2,1,1,1,1,1,1,1,5,A1,1,10,A1,A2,1,A2, , ,A1,,,12276.9,2650.3301,251.87,32.119999,810.51001,2416.4399,289.76999,62.630001,498.87,572.41998,4691.9702,28,A2,A1,0,,,,,,1,5,1,1,1,1,0,,,,,,,,,,,,,,,,,,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,,,,,,,,,,,,,A2,,,,,,,,,0,,,,,,,,,,11/1/2020 0:00,1,1,A1,A1,A1,A1,A1,A1,A1,A1,A1,0,,,,,,,1,A4,A4,A4,A2,A4,A1,1,1,4,4,0,0
12/18/2020 10:10,10,en,1408327703,yfcraVHOVg,12/15/2020 13:05,12/18/2020 10:10,1,1, ,29013507,Siaya, ,A1,A3,A1, ,,A1,,12/18/2020 0:00,1,110,0,A1,A1,1,1,60,50,10,0,0,60,50,0,7,5.9933224,A1,A1,A2,A1,A2,A2,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,1,A1,A1,0,,,,,,,,,2,2,6,6,2,2,1,1,,,,,,,,,,,,,A2,A1,A1,A2,1,1,1,1,1,1,1,5,A1,1,10,A1,A2,1,A2, , ,A1,,,12276.9,2650.3301,251.87,32.119999,810.51001,2416.4399,289.76999,62.630001,498.87,572.41998,4691.9702,29,A2,A1,0,,,,,,0,1,1,0,1,1,1,3,1,1,2,0,1,1,0,1,1,1,1,1,1,1,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,,,,,,,,,,,,,A2,,,,,,,,,0,,,,,,,,,,11/1/2020 0:00,1,1,A1,A1,A1,A1,A1,A1,A1,A1,A1,0,,,,,,,1,A4,A4,A4,A2,A4,A1,1,1,5,4,0,0
12/18/2020 10:10,10,en,1408327703,yfcraVHOVg,12/15/2020 13:05,12/18/2020 10:10,1,1, ,30013507,Siaya, ,A1,A3,A1, ,,A1,,12/18/2020 0:00,1,110,0,A1,A1,1,1,60,50,10,0,0,60,50,0,7,8.3846951,A1,A1,A2,A1,A2,A2,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,1,A1,A1,0,,,,,,,,,2,2,6,6,2,2,1,1,,,,,,,,,,,,,A2,A1,A1,A2,1,1,1,1,1,1,1,5,A1,1,10,A1,A2,1,A2, , ,A1,,,12276.9,2650.3301,251.87,32.119999,810.51001,2416.4399,289.76999,62.630001,498.87,572.41998,4691.9702,30,A2,A1,1,0,0,51,67,1,1,3,1,0,1,1,1,1,2,3,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,,,,,,,,,,,,,,A3,,,,,,,,,1,A1,A1,,,,,,,,8/1/2020 0:00,1,1,A1,A1,A1,A1,A1,A2,A1,A1,A1,1,A1,A1,A2,A1,A2,A1,1,A3,A3,A3,A3,A1,A1,1,1,4,3,1,1
12/15/2020 16:59,10,en,1752137190,Sx9ncOwxw1,12/15/2020 16:44,12/15/2020 16:59,1,1, ,31012142,Marsabit, ,A2,A3,A1, ,,A1,,12/15/2020 0:00,1,33,0,A1,A1,1,1,5,0,0,0,0,3,0,0,0,0,A1,A1,A2,A2,A1,A2,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,1,A1,A1,0,,,,,,,,,2,2,50,50,0,0,0,0,,,,,,,,,,,,,A2,A2,A1,A2,0,1,1,1,1,1,1,3,A1,1,4,A1,A1,1,A2, , ,A1,,,965.87,23.74,131.28999,50.169998,279.69,90.610001,49.860001,59.290001,151.03999,55.73,74.449997,31,A2,A2,1,0,0,163,212,1,1,3,0,0,2,2,1,1,3,2,1,0,0,0,0,1,1,0,0,1,1,1,1,1,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,,,,,,,,,,,,,,A3,,,,,,,,,1,A1,A1,,,,,,,,8/1/2020 0:00,1,1,A1,A1,A1,A1,A1,A2,A1,A1,A1,1,A1,A1,A2,A1,A2,A1,1,A3,A3,A3,A3,A1,A1,1,1,2,2,1,1
12/15/2020 16:59,10,en,1752137190,Sx9ncOwxw1,12/15/2020 16:44,12/15/2020 16:59,1,1, ,32012142,Marsabit, ,A2,A3,A1, ,,A1,,12/15/2020 0:00,1,33,0,A1,A1,1,1,5,0,0,0,0,3,0,0,0,0,A1,A1,A2,A2,A1,A2,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,1,A1,A1,0,,,,,,,,,2,2,50,50,0,0,0,0,,,,,,,,,,,,,A2,A2,A1,A2,0,1,1,1,1,1,1,3,A1,1,4,A1,A1,1,A2, , ,A1,,,965.87,23.74,131.28999,50.169998,279.69,90.610001,49.860001,59.290001,151.03999,55.73,74.449997,32,A2,A2,1,0,0,116,151,1,0,1,1,0,1,2,1,2,1,2,1,0,0,0,0,1,1,0,0,1,1,1,1,1,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,,,,,,,,,,,,,,A3,,,,,,,,,1,A1,A1,,,,,,,,8/1/2020 0:00,1,1,A1,A1,A1,A1,A1,A2,A1,A1,A1,1,A1,A1,A2,A1,A2,A1,1,A3,A3,A3,A3,A1,A1,1,0,,,0,0
12/15/2020 16:59,10,en,1752137190,Sx9ncOwxw1,12/15/2020 16:44,12/15/2020 16:59,1,1, ,33012142,Marsabit, ,A2,A3,A1, ,,A1,,12/15/2020 0:00,1,33,0,A1,A1,1,1,5,0,0,0,0,3,0,0,0,0,A1,A1,A2,A2,A1,A2,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,1,A1,A1,0,,,,,,,,,2,2,50,50,0,0,0,0,,,,,,,,,,,,,A2,A2,A1,A2,0,1,1,1,1,1,1,3,A1,1,4,A1,A1,1,A2, , ,A1,,,965.87,23.74,131.28999,50.169998,279.69,90.610001,49.860001,59.290001,151.03999,55.73,74.449997,33,A2,A2,0,,,,,,1,3,1,1,2,1,1,1,1,2,1,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,2,0,2,0,0,0,1,0,1,0,2,0,0,0,1,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,A1,A2,A2,A2,A2,A2,A2,A2,A2,0,,,,,,,,,,3/1/2020 0:00,1,1,A1,A1,A1,A1,A1,A2,A1,A1,A1,0,,,,,,,1,A1,A2,A3,A3,A3,A1,1,0,,,1,1
12/16/2020 9:16,10,en,1256823868,alNxG7xvLP,12/16/2020 8:32,12/16/2020 9:16,1,1, ,34011094,Kiambu, ,A1,A4,A1, ,,,,12/16/2020 0:00,1,345,6,A1,A1,1,1,42,42,0,1,1,42,100,8,50,64.325218,A2,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A3,A1,A1,A1,A1,A1,A1,1,A1,A1,0,,,,,,,,,2,2,20,20,18,18,4,4,,,,,,,,,,,,,A1,A1,A1,A1,1,1,1,1,1,1,1,1,A1,1,10,A1,A2,1,A2, , ,A1,,,1170.46,16.18,89.919998,30.860001,375.20001,164.06,147.11,66.540001,200.63,57.630001,22.33,34,A1,A1,1,1,1,116,150,1,1,4,1,1,1,3,1,1,2,2,1,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,2,0,2,0,0,0,1,0,1,0,2,0,0,0,1,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,A1,A2,A2,A2,A2,A2,A2,A2,A2,0,,,,,,,,,,3/1/2020 0:00,1,1,A1,A1,A1,A1,A1,A2,A1,A1,A1,0,,,,,,,1,A1,A2,A3,A3,A3,A1,1,0,,,0,0
12/16/2020 9:16,10,en,1256823868,alNxG7xvLP,12/16/2020 8:32,12/16/2020 9:16,1,1, ,35011094,Kiambu, ,A1,A4,A1, ,,,,12/16/2020 0:00,1,345,6,A1,A1,1,1,42,42,0,1,1,42,100,8,50,57.086658,A2,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A3,A1,A1,A1,A1,A1,A1,1,A1,A1,0,,,,,,,,,2,2,20,20,18,18,4,4,,,,,,,,,,,,,A1,A1,A1,A1,1,1,1,1,1,1,1,1,A1,1,10,A1,A2,1,A2, , ,A1,,,1170.46,16.18,89.919998,30.860001,375.20001,164.06,147.11,66.540001,200.63,57.630001,22.33,35,A1,A1,0,,,,,,1,5,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,1,1,1,1,0,0,0,0,2,0,2,0,0,0,1,0,1,0,2,0,0,0,1,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,A1,A2,A2,A2,A2,A2,A2,A2,A2,0,,,,,,,,,,3/1/2020 0:00,1,1,A1,A1,A1,A1,A1,A2,A1,A1,A1,0,,,,,,,1,A1,A2,A3,A3,A3,A1,1,1,6,5,1,0
12/16/2020 9:16,10,en,1256823868,alNxG7xvLP,12/16/2020 8:32,12/16/2020 9:16,1,1, ,36011094,Kiambu, ,A1,A4,A1, ,,,,12/16/2020 0:00,1,345,6,A1,A1,1,1,42,42,0,1,1,42,100,8,50,50.038021,A2,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A3,A1,A1,A1,A1,A1,A1,1,A1,A1,0,,,,,,,,,2,2,20,20,18,18,4,4,,,,,,,,,,,,,A1,A1,A1,A1,1,1,1,1,1,1,1,1,A1,1,10,A1,A2,1,A2, , ,A1,,,1170.46,16.18,89.919998,30.860001,375.20001,164.06,147.11,66.540001,200.63,57.630001,22.33,36,A1,A1,0,,,,,,1,5,1,1,1,2,1,1,2,3,2,0,0,0,0,1,1,0,0,1,1,1,0,1,1,0,20,0,6,0,0,0,5,0,1,0,4,0,1,0,4,0,10,0,0,,,,,,,,,,,,,,A1,A1,A2,A2,A1,A1,A2,A2,A1,0,,,,,,,,,,12/1/2020 0:00,1,1,A1,A1,A1,A1,A1,A1,A1,A1,A1,1,A1,A1,A1,A1,A1,A1,1,A2,A2,A2,A2,A2,A1,1,1,15,12,0,0
12/16/2020 11:46,10,en,112503746,PP5BbPqKMT,12/16/2020 10:14,12/16/2020 11:46,1,1, ,37013080,Nairobi, ,A1,A3,A1, ,,A1,,12/16/2020 0:00,1,200,0,A1,A1,0,0,18,18,0,1,1,18,0,0,1,.81195122,A1,A1,A2,A1,A1,A2,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,1,A1,A1,0,,,,,,,,,2,1,6,6,18,18,0,0,,,,,,,,,,,,,A1,A1,A1,A2,0,1,1,1,1,1,0,,,1,2,A1,A1,1,A2, , ,A1,,,8829.8301,29.15,991.84003,27.969999,581.09998,181.75,123.33,108.57,459.17999,6292.6099,34.330002,37,A2,A1,1,1,1,179,232,1,1,5,1,1,1,1,1,1,1,3,2,0,0,0,0,1,1,1,1,1,1,1,0,1,1,0,20,0,6,0,0,0,5,0,1,0,4,0,1,0,4,0,10,0,0,,,,,,,,,,,,,,A1,A1,A2,A2,A1,A1,A2,A2,A1,0,,,,,,,,,,12/1/2020 0:00,1,1,A1,A1,A1,A1,A1,A1,A1,A1,A1,1,A1,A1,A1,A1,A1,A1,1,A2,A2,A2,A2,A2,A1,1,1,36,29,1,1
12/16/2020 11:46,10,en,112503746,PP5BbPqKMT,12/16/2020 10:14,12/16/2020 11:46,1,1, ,38013080,Nairobi, ,A1,A3,A1, ,,A1,,12/16/2020 0:00,1,200,0,A1,A1,0,0,18,18,0,1,1,18,0,0,1,.65361375,A1,A1,A2,A1,A1,A2,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,1,A1,A1,0,,,,,,,,,2,1,6,6,18,18,0,0,,,,,,,,,,,,,A1,A1,A1,A2,0,1,1,1,1,1,0,,,1,2,A1,A1,1,A2, , ,A1,,,8829.8301,29.15,991.84003,27.969999,581.09998,181.75,123.33,108.57,459.17999,6292.6099,34.330002,38,A2,A1,1,1,1,52,68,1,1,5,1,1,1,2,0,,,,,,,,,,,,,,,,,,1,0,20,0,6,0,0,0,5,0,1,0,4,0,1,0,4,0,10,0,0,,,,,,,,,,,,,,A1,A1,A2,A2,A1,A1,A2,A2,A1,0,,,,,,,,,,12/1/2020 0:00,1,1,A1,A1,A1,A1,A1,A1,A1,A1,A1,1,A1,A1,A1,A1,A1,A1,1,A2,A2,A2,A2,A2,A1,1,0,,,1,0
12/16/2020 11:46,10,en,112503746,PP5BbPqKMT,12/16/2020 10:14,12/16/2020 11:46,1,1, ,39013080,Nairobi, ,A1,A3,A1, ,,A1,,12/16/2020 0:00,1,200,0,A1,A1,0,0,18,18,0,1,1,18,0,0,1,.87674266,A1,A1,A2,A1,A1,A2,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,1,A1,A1,0,,,,,,,,,2,1,6,6,18,18,0,0,,,,,,,,,,,,,A1,A1,A1,A2,0,1,1,1,1,1,0,,,1,2,A1,A1,1,A2, , ,A1,,,8829.8301,29.15,991.84003,27.969999,581.09998,181.75,123.33,108.57,459.17999,6292.6099,34.330002,39,A2,A1,0,,,,,,1,4,1,1,1,1,0,,,,,,,,,,,,,,,,,,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,A2,,,,,,,,,0,,,,,,,,,,10/1/2020 0:00,0,1,A1,A1,A1,A1,A2,A1,A1,A1,A1,1,A1,A1,A2,A2,A2,A2,1,A4,A4,A4,A4,A4,A1,1,1,3,2,1,1
12/16/2020 13:44,10,en,92262229,AR2Rz4U72K,12/16/2020 13:31,12/16/2020 13:44,1,1, ,40010924,Nyeri, ,A1,A3,A2, ,,A1,,12/16/2020 0:00,1,150,6,A1,A1,1,1,30,28,2,5,5,30,15,0,48,36.679035,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,1,A1,A1,0,,,,,,,,,3,3,6,6,2,2,0,0,,,,,,,,,,,,,A2,A2,A1,A1,1,1,1,1,1,1,1,5,A1,1,1,A1,A1,1,A2, , ,A1,,,788.06,17,127.39,17.09,222.25999,62.049999,71.620003,41.509998,103.82,63.880001,61.439999,40,A1,A1,0,,,,,,1,5,1,1,1,1,1,2,1,2,2,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,A2,,,,,,,,,0,,,,,,,,,,10/1/2020 0:00,0,1,A1,A1,A1,A1,A2,A1,A1,A1,A1,1,A1,A1,A2,A2,A2,A2,1,A4,A4,A4,A4,A4,A1,1,1,2,2,0,0
