submitdate,lastpage,startlanguage,seed,token,startdate,datestamp,Q101,Q102,Q103,Q105,Q106,Q107,Q108,Q109i,Q109,Q111,Q113,Q114,Q201SQ001,Q201SQ002,Q201SQ003,Q201SQ004,Q201SQ005,Q201SQ006,Q201SQ007,Q201SQ008,Q201SQ009,Q201SQ010,Q301SQ001,Q301SQ002,Q301SQ003,Q301SQ004,Q301SQ005,Q301SQ006,Q301SQ007,Q301SQ008,Q301SQ009,Q301SQ010,Q301SQ011,Q301SQ012,Q301SQ013,Q301SQ014,Q301SQ015,Q301SQ016,Q301SQ017,Q301SQ018,Q301other,Q302,Q303SQ001,Q303SQ002,Q303SQ003,Q303SQ004,Q303SQ005,Q303SQ006,Q303SQ007,Q303SQ008,Q303SQ009,Q303SQ010,Q303SQ011,Q303SQ012,Q303SQ013,Q303SQ014,Q303SQ015,Q303SQ016,Q303SQ017,Q303other,Q304SQ001,Q304SQ002,Q304SQ003,Q304SQ004,Q304SQ005,Q304SQ006,Q304SQ007,Q304SQ008,Q304SQ009,Q304SQ010,Q304SQ011,Q304other,Q305,Q306SQ001,Q306SQ002,Q306SQ003,Q306SQ004,Q306SQ005,Q306SQ006,Q306SQ007,Q306SQ008,Q306SQ009,Q306SQ010,Q306SQ011,Q306SQ012,Q306SQ013,Q306SQ014,Q306SQ015,Q306SQ016,Q306other,Q401,Q402,Q403,Q404SQ001,Q404SQ002,Q404SQ003,Q404SQ004,Q404SQ005,Q404SQ006,Q404SQ007,Q404other,Q501,Q502i,Q502,Q503SQ001,Q503SQ002,Q503SQ003,Q503SQ004,Q503SQ005,Q503SQ006,Q503SQ007,Q503SQ008,Q503SQ009,Q503other,Q504,Q505SQ001,Q505SQ002,Q505SQ003,Q505SQ004,Q505SQ005,Q505SQ006,Q505SQ007,Q505SQ008,Q505SQ009,Q505SQ010,Q505other,Q601,Q602,Q603SQ001,Q603SQ002,Q603SQ003,Q603SQ004,Q603SQ005,Q603SQ006,Q603other,Q604,Q605,Q606SQ001,Q606SQ002,Q606SQ003,Q606SQ004,Q606SQ005,Q606SQ006,Q606SQ007,Q606SQ008,Q606other,Q607SQ001,Q607SQ002,Q607SQ003,Q607SQ004,Q607SQ005,Q701,Q7011,Q7012,Q702,Q702other,interviewtime,groupTime3172,Q101Time,Q102Time,Q103Time,Q104Time,Q105Time,Q106Time,Q107Time,Q108Time,Q109iTime,Q109Time,Q110Time,Q111Time,Q112Time,groupTime3173,Q201Time,groupTime3174,Q301Time,Q302Time,Q303Time,Q304Time,Q305Time,Q306Time,groupTime3175,Q401Time,Q402Time,Q403Time,Q404Time,groupTime3176,Q501Time,Q502iTime,Q502Time,Q503Time,Q504Time,Q505Time,groupTime3177,Q601Time,Q602Time,Q603Time,Q604Time,Q605Time,Q606Time,Q607Time,Q608Time,Q609Time,groupTime3179,groupTime3178,Q701Time,Q7011Time,Q7012Time,Q702Time,id,Q112
12/18/2020 7:38,8,en,763372002,IZPVMVbae0,12/18/2020 6:39,12/18/2020 7:38, ,,12/15/2020 0:00,19000346,, ,A1,,A1,A2,A2,A2,A2,A2,A1,A2,A2,A1,A2,A1,A2,A3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,A3,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,Youths,A1,A1,A1,,,,,,,,,A3,,A1,0,0,0,0,0,0,0,1,0,0,A1,1,0,0,0,0,0,1,1,0,1,0,1,A5,1,0,0,0,0,0,0,A3,A3,1,0,0,0,0,0,1,1,Provision of risk/security allowances and lunch,A1,A1,A1,A5,A1,A2, , ,A1,,845.44,123.03,,,,,,,,,,,,,,65.139999,,105.82,,,,,,,112.88,,,,,177.57001,,,,,,,157.32001,,,,,,,,,,30.25,73.43,,,,,19,40
12/18/2020 7:38,8,en,763372002,IZPVMVbae0,12/18/2020 6:39,12/18/2020 7:38, ,,12/15/2020 0:00,20000595,, ,A1,,A1,A2,A2,A2,A2,A2,A1,A2,A2,A1,A2,A1,A2,A3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,A3,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,Youths,A1,A1,A1,,,,,,,,,A3,,A1,0,0,0,0,0,0,0,1,0,0,A1,1,0,0,0,0,0,1,1,0,1,0,1,A5,1,0,0,0,0,0,0,A3,A3,1,0,0,0,0,0,1,1,Provision of risk/security allowances and lunch,A1,A1,A1,A5,A1,A2, , ,A1,,845.44,123.03,,,,,,,,,,,,,,65.139999,,105.82,,,,,,,112.88,,,,,177.57001,,,,,,,157.32001,,,,,,,,,,30.25,73.43,,,,,20,42
12/18/2020 7:00,7,en,1751559114,PwbZaFmor6,12/18/2020 6:50,12/18/2020 7:43, ,,12/16/2020 0:00,21000553,, ,A1,,A1,A2,A3,A1,A2,A2,A2,A2,A2,A1,A1,A2,A1,A2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,A2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,A1,A3,A3,0,0,0,1,0,0,0,Myths and misconceptions,A3,,A3,,,,,,,,,,,A1,0,0,0,0,0,0,1,0,0,1,0,1,A5,1,1,0,0,0,0,0,A1,A2,1,1,0,0,0,0,0,0,0,A1,A1,A1,A1,A4,A2, , ,A1,,730.90002,109.26,,,,,,,,,,,,,,62.099998,,118.77,,,,,,,137.25999,,,,,108.56,,,,,,,74.75,,,,,,,,,,68.290001,51.91,,,,,21,55
12/18/2020 7:00,7,en,1751559114,PwbZaFmor6,12/18/2020 6:50,12/18/2020 7:43, ,,12/16/2020 0:00,22000902,, ,A1,,A1,A2,A3,A1,A2,A2,A2,A2,A2,A1,A1,A2,A1,A2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,A2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,A1,A3,A3,0,0,0,1,0,0,0,Myths and misconceptions,A3,,A3,,,,,,,,,,,A1,0,0,0,0,0,0,1,0,0,1,0,1,A5,1,1,0,0,0,0,0,A1,A2,1,1,0,0,0,0,0,0,0,A1,A1,A1,A1,A4,A2, , ,A1,,730.90002,109.26,,,,,,,,,,,,,,62.099998,,118.77,,,,,,,137.25999,,,,,108.56,,,,,,,74.75,,,,,,,,,,68.290001,51.91,,,,,22,27
12/18/2020 7:00,7,en,1751559114,PwbZaFmor6,12/18/2020 6:50,12/18/2020 7:43, ,,12/16/2020 0:00,23000594,, ,A1,,A1,A2,A3,A1,A2,A2,A2,A2,A2,A1,A1,A2,A1,A2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,A2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,A1,A3,A3,0,0,0,1,0,0,0,Myths and misconceptions,A3,,A3,,,,,,,,,,,A1,0,0,0,0,0,0,1,0,0,1,0,1,A5,1,1,0,0,0,0,0,A1,A2,1,1,0,0,0,0,0,0,0,A1,A1,A1,A1,A4,A2, , ,A1,,730.90002,109.26,,,,,,,,,,,,,,62.099998,,118.77,,,,,,,137.25999,,,,,108.56,,,,,,,74.75,,,,,,,,,,68.290001,51.91,,,,,23,58
12/18/2020 7:41,8,en,1466135063,naEaoibjUr,12/18/2020 7:01,12/18/2020 7:41, ,,12/16/2020 0:00,24000561,, ,A1,,A1,A1,A3,A2,A1,A1,A1,A2,A2,A2,A1,A1,A2,A1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,A3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,Village elder,0,,,,,,,,,,,,,,,,,,A1,A4,A4,0,1,1,0,0,0,0,0,A3,,A2,,,,,,,,,,,A2,,,,,,,,,,,,1,A4,1,1,0,0,0,0,0,A1,A3,1,0,0,1,1,0,0,0,First Aids,A3,A3,A3,A3,A3,A2, , ,A1,,659.69,119.05,,,,,,,,,,,,,,33.259998,,117.22,,,,,,,87.519997,,,,,50.639999,,,,,,,145.61,,,,,,,,,,61.849998,44.540001,,,,,24,30
12/18/2020 7:41,8,en,1466135063,naEaoibjUr,12/18/2020 7:01,12/18/2020 7:41, ,,12/16/2020 0:00,25000099,, ,A1,,A1,A1,A3,A2,A1,A1,A1,A2,A2,A2,A1,A1,A2,A1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,A3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,Village elder,0,,,,,,,,,,,,,,,,,,A1,A4,A4,0,1,1,0,0,0,0,0,A3,,A2,,,,,,,,,,,A2,,,,,,,,,,,,1,A4,1,1,0,0,0,0,0,A1,A3,1,0,0,1,1,0,0,0,First Aids,A3,A3,A3,A3,A3,A2, , ,A1,,659.69,119.05,,,,,,,,,,,,,,33.259998,,117.22,,,,,,,87.519997,,,,,50.639999,,,,,,,145.61,,,,,,,,,,61.849998,44.540001,,,,,25,30
12/18/2020 7:41,8,en,1466135063,naEaoibjUr,12/18/2020 7:01,12/18/2020 7:41, ,,12/16/2020 0:00,26000270,, ,A1,,A1,A1,A3,A2,A1,A1,A1,A2,A2,A2,A1,A1,A2,A1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,A3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,Village elder,0,,,,,,,,,,,,,,,,,,A1,A4,A4,0,1,1,0,0,0,0,0,A3,,A2,,,,,,,,,,,A2,,,,,,,,,,,,1,A4,1,1,0,0,0,0,0,A1,A3,1,0,0,1,1,0,0,0,First Aids,A3,A3,A3,A3,A3,A2, , ,A1,,659.69,119.05,,,,,,,,,,,,,,33.259998,,117.22,,,,,,,87.519997,,,,,50.639999,,,,,,,145.61,,,,,,,,,,61.849998,44.540001,,,,,26,53
12/18/2020 7:31,7,en,430598175,F5GIT0vmI3,12/18/2020 7:23,12/18/2020 8:06, ,,12/15/2020 0:00,27000546,, ,A1,,A1,A2,A3,A2,A1,A3,A1,A1,A1,A1,A1,A1,A1,A1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,A2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,"Fear of getting tested for covid, some fear doctors because of the many patients they handle and their risk of getting covid",1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A1,A3,A3,0,1,1,0,0,0,0,0,A2,,A3,,,,,,,,,,,A1,0,0,0,0,0,0,1,0,0,1,0,1,A3,1,0,0,0,0,0,0,A1,A1,,,,,,,,,,A3,A1,A1,A3,A3,A2, , ,A1,,501.07999,54.82,,,,,,,,,,,,,,25.790001,,162.88,,,,,,,43.759998,,,,,45.84,,,,,,,68.730003,,,,,,,,,,68.309998,30.950001,,,,,27,30
12/18/2020 7:31,7,en,430598175,F5GIT0vmI3,12/18/2020 7:23,12/18/2020 8:06, ,,12/15/2020 0:00,28000371,, ,A1,,A1,A2,A3,A2,A1,A3,A1,A1,A1,A1,A1,A1,A1,A1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,A2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,"Fear of getting tested for covid, some fear doctors because of the many patients they handle and their risk of getting covid",1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A1,A3,A3,0,1,1,0,0,0,0,0,A2,,A3,,,,,,,,,,,A1,0,0,0,0,0,0,1,0,0,1,0,1,A3,1,0,0,0,0,0,0,A1,A1,,,,,,,,,,A3,A1,A1,A3,A3,A2, , ,A1,,501.07999,54.82,,,,,,,,,,,,,,25.790001,,162.88,,,,,,,43.759998,,,,,45.84,,,,,,,68.730003,,,,,,,,,,68.309998,30.950001,,,,,28,40
12/18/2020 7:31,7,en,430598175,F5GIT0vmI3,12/18/2020 7:23,12/18/2020 8:06, ,,12/15/2020 0:00,29000030,, ,A1,,A1,A2,A3,A2,A1,A3,A1,A1,A1,A1,A1,A1,A1,A1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,A2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,"Fear of getting tested for covid, some fear doctors because of the many patients they handle and their risk of getting covid",1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A1,A3,A3,0,1,1,0,0,0,0,0,A2,,A3,,,,,,,,,,,A1,0,0,0,0,0,0,1,0,0,1,0,1,A3,1,0,0,0,0,0,0,A1,A1,,,,,,,,,,A3,A1,A1,A3,A3,A2, , ,A1,,501.07999,54.82,,,,,,,,,,,,,,25.790001,,162.88,,,,,,,43.759998,,,,,45.84,,,,,,,68.730003,,,,,,,,,,68.309998,30.950001,,,,,29,53
12/18/2020 9:18,8,en,2046618898,tcoDTAmpfv,12/18/2020 9:14,12/18/2020 9:18, ,,12/15/2020 0:00,30000960,, ,A1,,A1,A2,A3,A2,A1,A3,A1,A1,,A1,A1,A1,A1,A2,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,A3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,A1,A2,A2,0,0,1,0,1,0,0,0,A3,,A3,,,,,,,,,,,A1,0,0,0,0,0,1,0,0,0,0,0,1,A4,1,1,0,0,0,0,0,A1,A3,1,1,0,0,0,0,0,0,0,A3,A1,A2,A1,A4,A2, , ,A1,,254.48,38.880001,,,,,,,,,,,,,,28.370001,,59.349998,,,,,,,18.34,,,,,33.759998,,,,,,,53.650002,,,,,,,,,,6.5799999,15.55,,,,,30,39
12/18/2020 9:18,8,en,2046618898,tcoDTAmpfv,12/18/2020 9:14,12/18/2020 9:18, ,,12/15/2020 0:00,31000355,, ,A1,,A1,A2,A3,A2,A1,A3,A1,A1,,A1,A1,A1,A1,A2,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,A3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,A1,A2,A2,0,0,1,0,1,0,0,0,A3,,A3,,,,,,,,,,,A1,0,0,0,0,0,1,0,0,0,0,0,1,A4,1,1,0,0,0,0,0,A1,A3,1,1,0,0,0,0,0,0,0,A3,A1,A2,A1,A4,A2, , ,A1,,254.48,38.880001,,,,,,,,,,,,,,28.370001,,59.349998,,,,,,,18.34,,,,,33.759998,,,,,,,53.650002,,,,,,,,,,6.5799999,15.55,,,,,31,28
12/18/2020 9:18,8,en,2046618898,tcoDTAmpfv,12/18/2020 9:14,12/18/2020 9:18, ,,12/15/2020 0:00,32000593,, ,A1,,A1,A2,A3,A2,A1,A3,A1,A1,,A1,A1,A1,A1,A2,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,A3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,A1,A2,A2,0,0,1,0,1,0,0,0,A3,,A3,,,,,,,,,,,A1,0,0,0,0,0,1,0,0,0,0,0,1,A4,1,1,0,0,0,0,0,A1,A3,1,1,0,0,0,0,0,0,0,A3,A1,A2,A1,A4,A2, , ,A1,,254.48,38.880001,,,,,,,,,,,,,,28.370001,,59.349998,,,,,,,18.34,,,,,33.759998,,,,,,,53.650002,,,,,,,,,,6.5799999,15.55,,,,,32,35
12/18/2020 9:26,7,en,819206284,PEfp9aujMA,12/18/2020 9:16,12/18/2020 10:17, ,,12/16/2020 0:00,33000097,, ,A1,,A1,A2,A3,A1,A1,A1,A2,A1,A3,A3,A3,A1,A3,A2,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,A3,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,A1,A2,A2,0,1,0,0,1,0,0,0,A2,,A1,1,0,1,0,0,1,0,1,0,0,A2,,,,,,,,,,,,1,A4,1,1,0,0,0,1,0,A2,A2,1,0,1,1,1,0,0,1,0,A1,A2,A5,A1,A1,A1, , ,A1,,620.62,49.540001,,,,,,,,,,,,,,63.220001,,104.38,,,,,,,30.389999,,,,,51.16,,,,,,,125.99,,,,,,,,,,53.52,142.42,,,,,33,51
12/18/2020 9:26,7,en,819206284,PEfp9aujMA,12/18/2020 9:16,12/18/2020 10:17, ,,12/16/2020 0:00,34000219,, ,A1,,A1,A2,A3,A1,A1,A1,A2,A1,A3,A3,A3,A1,A3,A2,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,A3,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,A1,A2,A2,0,1,0,0,1,0,0,0,A2,,A1,1,0,1,0,0,1,0,1,0,0,A2,,,,,,,,,,,,1,A4,1,1,0,0,0,1,0,A2,A2,1,0,1,1,1,0,0,1,0,A1,A2,A5,A1,A1,A1, , ,A1,,620.62,49.540001,,,,,,,,,,,,,,63.220001,,104.38,,,,,,,30.389999,,,,,51.16,,,,,,,125.99,,,,,,,,,,53.52,142.42,,,,,34,51
12/18/2020 9:26,7,en,819206284,PEfp9aujMA,12/18/2020 9:16,12/18/2020 10:17, ,,12/16/2020 0:00,35000346,, ,A1,,A1,A2,A3,A1,A1,A1,A2,A1,A3,A3,A3,A1,A3,A2,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,A3,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,A1,A2,A2,0,1,0,0,1,0,0,0,A2,,A1,1,0,1,0,0,1,0,1,0,0,A2,,,,,,,,,,,,1,A4,1,1,0,0,0,1,0,A2,A2,1,0,1,1,1,0,0,1,0,A1,A2,A5,A1,A1,A1, , ,A1,,620.62,49.540001,,,,,,,,,,,,,,63.220001,,104.38,,,,,,,30.389999,,,,,51.16,,,,,,,125.99,,,,,,,,,,53.52,142.42,,,,,35,47
12/18/2020 9:35,8,en,1829999369,sqze45axoY,12/18/2020 9:24,12/18/2020 9:35, ,,12/16/2020 0:00,36000260,, ,A1,,A1,A2,A3,A1,A1,A2,A1,A2,A1,A1,A1,A1,A3,A1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,A2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,A2,A2,A2,0,0,0,0,1,0,0,some religions dont allow their followers to get vaccines,A3,,A1,0,0,0,0,0,1,0,0,0,0,A1,0,0,0,0,0,1,1,0,0,0,0,1,A3,1,0,0,0,0,0,0,A3,A2,1,1,0,1,1,0,0,0,recognition,A2,A2,A2,A2,A2,A2, , ,A1,,697.34998,397.14001,,,,,,,,,,,,,,32.049999,,46.299999,,,,,,,67.720001,,,,,34.790001,,,,,,,51.310001,,,,,,,,,,50.470001,17.57,,,,,36,41
12/18/2020 9:35,8,en,1829999369,sqze45axoY,12/18/2020 9:24,12/18/2020 9:35, ,,12/16/2020 0:00,37000027,, ,A1,,A1,A2,A3,A1,A1,A2,A1,A2,A1,A1,A1,A1,A3,A1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,A2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,A2,A2,A2,0,0,0,0,1,0,0,some religions dont allow their followers to get vaccines,A3,,A1,0,0,0,0,0,1,0,0,0,0,A1,0,0,0,0,0,1,1,0,0,0,0,1,A3,1,0,0,0,0,0,0,A3,A2,1,1,0,1,1,0,0,0,recognition,A2,A2,A2,A2,A2,A2, , ,A1,,697.34998,397.14001,,,,,,,,,,,,,,32.049999,,46.299999,,,,,,,67.720001,,,,,34.790001,,,,,,,51.310001,,,,,,,,,,50.470001,17.57,,,,,37,32
12/18/2020 9:35,8,en,1829999369,sqze45axoY,12/18/2020 9:24,12/18/2020 9:35, ,,12/16/2020 0:00,38000976,, ,A1,,A1,A2,A3,A1,A1,A2,A1,A2,A1,A1,A1,A1,A3,A1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,A2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,A2,A2,A2,0,0,0,0,1,0,0,some religions dont allow their followers to get vaccines,A3,,A1,0,0,0,0,0,1,0,0,0,0,A1,0,0,0,0,0,1,1,0,0,0,0,1,A3,1,0,0,0,0,0,0,A3,A2,1,1,0,1,1,0,0,0,recognition,A2,A2,A2,A2,A2,A2, , ,A1,,697.34998,397.14001,,,,,,,,,,,,,,32.049999,,46.299999,,,,,,,67.720001,,,,,34.790001,,,,,,,51.310001,,,,,,,,,,50.470001,17.57,,,,,38,25
12/18/2020 9:38,8,en,1161815242,CIatM5maBG,12/18/2020 9:33,12/18/2020 9:38, ,,12/15/2020 0:00,39000232,, ,A1,,A1,A1,A3,A2,A1,A2,A2,A1,A3,A1,A1,A1,A1,A1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,A3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,HIV/AIDS victims,A2,A3,A1,0,1,0,0,1,0,0,0,A2,,A2,,,,,,,,,,,A1,0,1,0,0,0,1,1,1,0,0,0,1,A3,1,1,0,0,0,0,0,A1,A3,1,1,0,0,0,0,1,0,0,A4,A1,A1,A4,A4,A2, , ,A1,,298.5,33.790001,,,,,,,,,,,,,,25.66,,70.68,,,,,,,34.080002,,,,,36.990002,,,,,,,51.75,,,,,,,,,,29.02,16.530001,,,,,39,59
12/18/2020 9:38,8,en,1161815242,CIatM5maBG,12/18/2020 9:33,12/18/2020 9:38, ,,12/15/2020 0:00,40000040,, ,A1,,A1,A1,A3,A2,A1,A2,A2,A1,A3,A1,A1,A1,A1,A1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,A3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,HIV/AIDS victims,A2,A3,A1,0,1,0,0,1,0,0,0,A2,,A2,,,,,,,,,,,A1,0,1,0,0,0,1,1,1,0,0,0,1,A3,1,1,0,0,0,0,0,A1,A3,1,1,0,0,0,0,1,0,0,A4,A1,A1,A4,A4,A2, , ,A1,,298.5,33.790001,,,,,,,,,,,,,,25.66,,70.68,,,,,,,34.080002,,,,,36.990002,,,,,,,51.75,,,,,,,,,,29.02,16.530001,,,,,40,31
12/18/2020 9:38,8,en,1161815242,CIatM5maBG,12/18/2020 9:33,12/18/2020 9:38, ,,12/15/2020 0:00,41000788,, ,A1,,A1,A1,A3,A2,A1,A2,A2,A1,A3,A1,A1,A1,A1,A1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,A3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,HIV/AIDS victims,A2,A3,A1,0,1,0,0,1,0,0,0,A2,,A2,,,,,,,,,,,A1,0,1,0,0,0,1,1,1,0,0,0,1,A3,1,1,0,0,0,0,0,A1,A3,1,1,0,0,0,0,1,0,0,A4,A1,A1,A4,A4,A2, , ,A1,,298.5,33.790001,,,,,,,,,,,,,,25.66,,70.68,,,,,,,34.080002,,,,,36.990002,,,,,,,51.75,,,,,,,,,,29.02,16.530001,,,,,41,39
12/18/2020 9:47,7,en,383235033,6eZoM7Za7E,12/18/2020 9:35,12/18/2020 14:13, ,,12/17/2020 0:00,42000849,, ,A1,,A1,A1,A3,A2,A3,A3,A2,A2,A3,A1,A1,A1,A1,A2,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,1,1,0,0,A3,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,A4,A4,A1,1,0,0,0,1,0,0,0,A2,,A2,,,,,,,,,,,A1,0,1,0,0,0,0,1,0,0,1,0,1,A2,,,,,,,,A2,A3,1,0,1,1,1,0,1,0,0,A2,A1,A2,A3,A4,A2, , ,A1,,791.03003,358.04999,,,,,,,,,,,,,,70.860001,,132.41,,,,,,,40.630001,,,,,88.839996,,,,,,,69.879997,,,,,,,,,,11.53,18.83,,,,,42,59
12/18/2020 9:47,7,en,383235033,6eZoM7Za7E,12/18/2020 9:35,12/18/2020 14:13, ,,12/17/2020 0:00,43000145,, ,A1,,A1,A1,A3,A2,A3,A3,A2,A2,A3,A1,A1,A1,A1,A2,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,1,1,0,0,A3,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,A4,A4,A1,1,0,0,0,1,0,0,0,A2,,A2,,,,,,,,,,,A1,0,1,0,0,0,0,1,0,0,1,0,1,A2,,,,,,,,A2,A3,1,0,1,1,1,0,1,0,0,A2,A1,A2,A3,A4,A2, , ,A1,,791.03003,358.04999,,,,,,,,,,,,,,70.860001,,132.41,,,,,,,40.630001,,,,,88.839996,,,,,,,69.879997,,,,,,,,,,11.53,18.83,,,,,43,38
12/18/2020 9:47,7,en,383235033,6eZoM7Za7E,12/18/2020 9:35,12/18/2020 14:13, ,,12/17/2020 0:00,44000924,, ,A1,,A1,A1,A3,A2,A3,A3,A2,A2,A3,A1,A1,A1,A1,A2,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,1,1,0,0,A3,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,A4,A4,A1,1,0,0,0,1,0,0,0,A2,,A2,,,,,,,,,,,A1,0,1,0,0,0,0,1,0,0,1,0,1,A2,,,,,,,,A2,A3,1,0,1,1,1,0,1,0,0,A2,A1,A2,A3,A4,A2, , ,A1,,791.03003,358.04999,,,,,,,,,,,,,,70.860001,,132.41,,,,,,,40.630001,,,,,88.839996,,,,,,,69.879997,,,,,,,,,,11.53,18.83,,,,,44,59
12/17/2020 9:47,7,en,383235033,6eZoM7Za7E,12/18/2020 9:35,12/18/2020 14:13, ,,12/17/2020 0:00,44000924,, ,A1,,A1,A1,A3,A2,A3,A3,A2,A2,A3,A1,A1,A1,A1,A2,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,1,1,0,0,A3,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,A4,A4,A1,1,0,0,0,1,0,0,0,A2,,A2,,,,,,,,,,,A1,0,1,0,0,0,0,1,0,0,1,0,1,A2,,,,,,,,A2,A3,1,0,1,1,1,0,1,0,0,A2,A1,A2,A3,A4,A2, , ,A1,,791.03003,358.04999,,,,,,,,,,,,,,70.860001,,132.41,,,,,,,40.630001,,,,,88.839996,,,,,,,69.879997,,,,,,,,,,11.53,18.83,,,,,44,47
